phone	retailer_type	retailer_name		distribution_route	area	city
201001770707	Restaurant	w&m		التجمع و الرحاب	التجمع و الرحاب	
201001788238	Cafe	قهوه مانولي		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201001788238	Cafe	قهوه مانولي		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201001788238	Cafe	قهوه مانولي				
201001788238	Cafe	قهوه مانولي		حي مدينه نصر‎‎‎‎		
201001788238	Cafe	قهوه مانولي		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201001788238	Cafe	قهوه مانولي		مدينة نصر		
201001788238	Cafe	قهوه مانولي		مدينة نصر	مدينة نصر‎‎‎‎	
201001860253	Restaurant	snackin		مصر الجديدة	مصر الجديدة	القاهرة
201001860253	Restaurant	snackin				
201001860253	Restaurant	snackin		مصر الجديدة		
201001860253	Restaurant	snackin		مصر الجديدة	مصر الجديدة	
201001951588	Restaurant	بينتزا كوك		العبور	العبور	القاهرة
201001951588	Restaurant	بينتزا كوك		العبور 	العبور	القاهرة
201001951588	Restaurant	بينتزا كوك				
201001951588	Restaurant	بينتزا كوك		العبور		
201001951588	Restaurant	بينتزا كوك		العبور	العبور	
201001951588	Restaurant	بينتزا كوك		العبور 		
201001951588	Restaurant	بينتزا كوك		العبور 	العبور	
201001958049	Cafe	الملعب بلايستيشن كافيه		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201001958049	Cafe	الملعب بلايستيشن كافيه				
201001958049	Cafe	الملعب بلايستيشن كافيه		مدينة نصر		
201001958049	Cafe	الملعب بلايستيشن كافيه		مدينة نصر	مدينة نصر‎‎‎‎	
201001999619	Cafe	قهوة اسنا 		محطة الرمل	محطة الرمل	الإسكندرية
201001999619	Cafe	قهوة اسنا 		محطة الرمل 	محطة الرمل	الإسكندرية
201001999619	Cafe	قهوة اسنا 				
201001999619	Cafe	قهوة اسنا 		محطة الرمل		
201001999619	Cafe	قهوة اسنا 		محطة الرمل	محطة الرمل	
201001999619	Cafe	قهوة اسنا 		محطة الرمل 		
201001999619	Cafe	قهوة اسنا 		محطة الرمل 	محطة الرمل	
201002000722	Restaurant	ستلا		وسط البلد	وسط البلد 	القاهرة
201002000722	Restaurant	ستلا				
201002000722	Restaurant	ستلا		وسط البلد		
201002000722	Restaurant	ستلا		وسط البلد	وسط البلد 	
201002032977	Cafe	brothers station		سيدي بشر	سيدي بشر	الإسكندرية
201002032977	Cafe	brothers station				
201002032977	Cafe	brothers station		سيدي بشر		
201002032977	Cafe	brothers station		سيدي بشر	سيدي بشر	
201002086661	Cafe	zeal and suave		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201002086661	Cafe	zeal and suave				
201002086661	Cafe	zeal and suave		حي مدينه نصر‎‎‎‎		
201002086661	Cafe	zeal and suave		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201002140410	Cafe	اوف جيف		كليوباترا - سبورتنج‎	كليوباترا - سبورتنج‎	الإسكندرية
201002140410	Cafe	اوف جيف				
201002140410	Cafe	اوف جيف		كليوباترا - سبورتنج‎		
201002140410	Cafe	اوف جيف		كليوباترا - سبورتنج‎	كليوباترا - سبورتنج‎	
201002184917	Cafe	V Cafe 		مصر الجديدة	مصر الجديدة	القاهرة
201002184917	Cafe	V Cafe 				
201002184917	Cafe	V Cafe 		مصر الجديدة		
201002184917	Cafe	V Cafe 		مصر الجديدة	مصر الجديدة	
201002198508	Cafe	كافيه كيان		شبرا مصر	شبرا مصر	القاهرة
201002198508	Cafe	كافيه كيان				
201002198508	Cafe	كافيه كيان		شبرا مصر		
201002198508	Cafe	كافيه كيان		شبرا مصر	شبرا مصر	
201002294845	Hospital	مستشفى شربين		شربين	شربين	المنصورة
201002294845	Hospital	مستشفى شربين				
201002294845	Hospital	مستشفى شربين		شربين		
201002294845	Hospital	مستشفى شربين		شربين	شربين	
201002329728	Cafe	كافيه برازلينو		حي الجيزة	حي الجيزة	الجيزه
201002329728	Cafe	كافيه برازلينو				
201002329728	Cafe	كافيه برازلينو		حي الجيزة		
201002329728	Cafe	كافيه برازلينو		حي الجيزة	حي الجيزة	
201002332555	Restaurant	captain Burger		6 اكتوبر	6 اكتوبر	الجيزه
201002332555	Restaurant	captain Burger				
201002332555	Restaurant	captain Burger		6 اكتوبر		
201002332555	Restaurant	captain Burger		6 اكتوبر	6 اكتوبر	
201002333050	Restaurant	شركة إتش أن اس جروب جروب		مصر الجديدة	مصر الجديدة	القاهرة
201002333050	Restaurant	شركة إتش أن اس جروب جروب				
201002333050	Restaurant	شركة إتش أن اس جروب جروب		مصر الجديدة		
201002333050	Restaurant	شركة إتش أن اس جروب جروب		مصر الجديدة	مصر الجديدة	
201002343084	Restaurant	تيستي برجر		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201002343084	Restaurant	تيستي برجر		مدينه نصر	مدينة نصر‎‎‎‎	القاهرة
201002343084	Restaurant	تيستي برجر				
201002343084	Restaurant	تيستي برجر		حي مدينه نصر‎‎‎‎		
201002343084	Restaurant	تيستي برجر		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201002343084	Restaurant	تيستي برجر		مدينه نصر		
201002343084	Restaurant	تيستي برجر		مدينه نصر	مدينة نصر‎‎‎‎	
201002345302	Cafe	ملك مانجو		مصر الجديدة	مصر الجديدة	القاهرة
201002345302	Cafe	ملك مانجو				
201002345302	Cafe	ملك مانجو		مصر الجديدة		
201002345302	Cafe	ملك مانجو		مصر الجديدة	مصر الجديدة	
201002410533	Restaurant	snackin		مصر الجديدة	مصر الجديدة	القاهرة
201002410533	Restaurant	snackin				
201002410533	Restaurant	snackin		مصر الجديدة		
201002410533	Restaurant	snackin		مصر الجديدة	مصر الجديدة	
201002426286	Restaurant	سيزار برجر		البيطاش	العجمي	الإسكندرية
201002426286	Restaurant	سيزار برجر				
201002426286	Restaurant	سيزار برجر		البيطاش		
201002426286	Restaurant	سيزار برجر		البيطاش	العجمي	
201002447375	Restaurant	البيك السوري		الهرم	الهرم	الجيزه
201002447375	Restaurant	البيك السوري				
201002447375	Restaurant	البيك السوري		الهرم		
201002447375	Restaurant	البيك السوري		الهرم	الهرم	
201002456967	Restaurant	بروستد الملك		مصر الجديدة	مصر الجديدة	القاهرة
201002456967	Restaurant	بروستد الملك				
201002456967	Restaurant	بروستد الملك		مصر الجديدة		
201002456967	Restaurant	بروستد الملك		مصر الجديدة	مصر الجديدة	
201002488008	Cafe	نووك يور هابي كورنر		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201002488008	Cafe	نووك يور هابي كورنر				
201002488008	Cafe	نووك يور هابي كورنر		التجمع و الرحاب		
201002488008	Cafe	نووك يور هابي كورنر		التجمع و الرحاب	التجمع و الرحاب	
201002533965	Cafe	روزيتا كافيه		بولكلي	بولكلي	الإسكندرية
201002533965	Cafe	روزيتا كافيه				
201002533965	Cafe	روزيتا كافيه		بولكلي		
201002533965	Cafe	روزيتا كافيه		بولكلي	بولكلي	
201002541757	Cafe	عصائر السني		الفشن	الفشن	بني سويف
201002541757	Cafe	عصائر السني				
201002541757	Cafe	عصائر السني		الفشن		
201002541757	Cafe	عصائر السني		الفشن	الفشن	
201002677970	Hotel	Blue Nile House		القرنة	ارياف ارمنت	الأقصر
201002677970	Hotel	Blue Nile House		القرنة	القرنة	الأقصر
201002677970	Hotel	Blue Nile House				
201002677970	Hotel	Blue Nile House		القرنة		
201002677970	Hotel	Blue Nile House		القرنة	ارياف ارمنت	
201002677970	Hotel	Blue Nile House		القرنة	القرنة	
201002702793	Restaurant	الشادر		المعادى	البساتين	القاهرة
201002702793	Restaurant	الشادر		المعادى	المعادي	القاهرة
201002702793	Restaurant	الشادر		المعادى	طرة‎	القاهرة
201002702793	Restaurant	الشادر		المعادي‎	البساتين	القاهرة
201002702793	Restaurant	الشادر		المعادي‎	المعادي	القاهرة
201002702793	Restaurant	الشادر		المعادي	المعادي	القاهرة
201002702793	Restaurant	الشادر		المعادي‎ 	البساتين	القاهرة
201002702793	Restaurant	الشادر		المعادي‎ 	المعادي	القاهرة
201002702793	Restaurant	الشادر				
201002702793	Restaurant	الشادر		المعادى		
201002702793	Restaurant	الشادر		المعادى	البساتين	
201002702793	Restaurant	الشادر		المعادى	المعادي	
201002702793	Restaurant	الشادر		المعادى	طرة‎	
201002702793	Restaurant	الشادر		المعادي‎		
201002702793	Restaurant	الشادر		المعادي‎	البساتين	
201002702793	Restaurant	الشادر		المعادي‎	المعادي	
201002702793	Restaurant	الشادر		المعادي		
201002702793	Restaurant	الشادر		المعادي	المعادي	
201002702793	Restaurant	الشادر		المعادي‎ 		
201002702793	Restaurant	الشادر		المعادي‎ 	البساتين	
201002702793	Restaurant	الشادر		المعادي‎ 	المعادي	
201002740030	Cafe	ريحانا		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201002740030	Cafe	ريحانا		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201002740030	Cafe	ريحانا		مدينه نصر	مدينة نصر‎‎‎‎	القاهرة
201002740030	Cafe	ريحانا				
201002740030	Cafe	ريحانا		حي مدينه نصر‎‎‎‎		
201002740030	Cafe	ريحانا		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201002740030	Cafe	ريحانا		مدينة نصر		
201002740030	Cafe	ريحانا		مدينة نصر	مدينة نصر‎‎‎‎	
201002740030	Cafe	ريحانا		مدينه نصر		
201002740030	Cafe	ريحانا		مدينه نصر	مدينة نصر‎‎‎‎	
201002809155	Cafe	cafe 122		جليم	جليم	الإسكندرية
201002809155	Cafe	cafe 122				
201002809155	Cafe	cafe 122		جليم		
201002809155	Cafe	cafe 122		جليم	جليم	
201002821211	Restaurant	العمده		الهرم	الهرم	الجيزه
201002821211	Restaurant	العمده		الهرم	فيصل	الجيزه
201002821211	Restaurant	العمده				
201002821211	Restaurant	العمده		الهرم		
201002821211	Restaurant	العمده		الهرم	الهرم	
201002821211	Restaurant	العمده		الهرم	فيصل	
201002872827	Cafe	كافية عسل ولبن		العبور	العبور	القاهرة
201002872827	Cafe	كافية عسل ولبن				
201002872827	Cafe	كافية عسل ولبن		العبور		
201002872827	Cafe	كافية عسل ولبن		العبور	العبور	
201002903621	Restaurant	جوستو		الفيوم غرب	الفيوم غرب	الفيوم
201002903621	Restaurant	جوستو				
201002903621	Restaurant	جوستو		الفيوم غرب		
201002903621	Restaurant	جوستو		الفيوم غرب	الفيوم غرب	
201002921060	Company	ساجا  		الشيخ زايد	الشيخ زايد	الجيزه
201002921060	Company	ساجا  		الشيخ زايد 	الشيخ زايد	الجيزه
201002921060	Company	ساجا  		الشيخ زايد جديد	الشيخ زايد	الجيزه
201002921060	Company	ساجا  				
201002921060	Company	ساجا  		الشيخ زايد		
201002921060	Company	ساجا  		الشيخ زايد	الشيخ زايد	
201002921060	Company	ساجا  		الشيخ زايد 		
201002921060	Company	ساجا  		الشيخ زايد 	الشيخ زايد	
201002921060	Company	ساجا  		الشيخ زايد جديد		
201002921060	Company	ساجا  		الشيخ زايد جديد	الشيخ زايد	
201002955280	Restaurant	ماجيكانو		6 اكتوبر	6 اكتوبر	الجيزه
201002955280	Restaurant	ماجيكانو				
201002955280	Restaurant	ماجيكانو		6 اكتوبر		
201002955280	Restaurant	ماجيكانو		6 اكتوبر	6 اكتوبر	
201003000370	Restaurant	ريو'ز بيتزا		الزيتون	الزيتون	القاهرة
201003000370	Restaurant	ريو'ز بيتزا		الزيتون	مصر الجديدة	القاهرة
201003000370	Restaurant	ريو'ز بيتزا				
201003000370	Restaurant	ريو'ز بيتزا		الزيتون		
201003000370	Restaurant	ريو'ز بيتزا		الزيتون	الزيتون	
201003000370	Restaurant	ريو'ز بيتزا		الزيتون	مصر الجديدة	
201003030203	Restaurant	مطعم همام		وسط البلد	وسط البلد 	القاهرة
201003030203	Restaurant	مطعم همام				
201003030203	Restaurant	مطعم همام		وسط البلد		
201003030203	Restaurant	مطعم همام		وسط البلد	وسط البلد 	
201003039662	Restaurant	ماستر		6 اكتوبر	6 اكتوبر	الجيزه
201003039662	Restaurant	ماستر				
201003039662	Restaurant	ماستر		6 اكتوبر		
201003039662	Restaurant	ماستر		6 اكتوبر	6 اكتوبر	
201003042162	Restaurant	افندينا		الهرم	الهرم	الجيزه
201003042162	Restaurant	افندينا				
201003042162	Restaurant	افندينا		الهرم		
201003042162	Restaurant	افندينا		الهرم	الهرم	
